"","Category","RGS","AC","PValue"
"2","Chaperone: cyclophilin",1,28,0.692685972568458
"30","Metabolism: lipid: phospholipid",2,58,0.695978703384012
"118","Transmembrane transport: extracellular ligand gated channel",2,59,0.704619089637814
"54","Proteolysis general: inhibitor: serine",1,30,0.716691030009454
"63","Proteolysis proteasome: E3: SCF",1,30,0.716691030009454
"64","Proteolysis proteasome: ubiquitin peptidase",1,31,0.727980447466601
"126","Unassigned: ALS2cr12 domain",1,31,0.727980447466601
"122","Transmembrane transport: sodium channel",1,32,0.738819668138978
"47","Nucleic acid: binding: unassigned",3,93,0.741260419025072
"91","Transcription factor: NHR",9,259,0.743496918114042
"58","Proteolysis general: serine",1,34,0.759218665835159
"98","Transcription: chromatin modification: unassigned",1,34,0.759218665835159
"120","Transmembrane transport: mitochondrial: solute carrier",1,34,0.759218665835159
"87","Stress response: pathogen: unassigned",3,96,0.75979248920687
"16","Extracellular material: cuticlin",1,35,0.768812251136765
"37","mRNA functions: processing: nuclease",1,35,0.768812251136765
"27","Metabolism: lipid: fatty acid",2,68,0.773447873393744
"59","Proteolysis general: unassigned",2,68,0.773447873393744
"22","Metabolism: amino acid: breakdown",1,36,0.778023312413237
"36","mRNA functions: binding: RBM",1,36,0.778023312413237
"89","Transcription factor: bHLH",1,36,0.778023312413237
"115","Transmembrane transport: amino acid",1,37,0.786867113226349
"24","Metabolism: insulin",1,39,0.803510964576242
"50","Protein modification: methyltransferase",2,76,0.822410798546072
"6","Cytoskeleton: unassigned",2,77,0.827811834615056
"117","Transmembrane transport: chloride channel",1,44,0.839650508376468
"8","Development: general",2,81,0.847961171176433
"75","Signaling: small GTPase: Rho/Rac",1,46,0.8521698060807
"88","Stress response: unassigned",1,49,0.869138886221644
"124","Transmembrane transport: unassigned",1,51,0.879354348318004
"57","Proteolysis general: metallopeptidase",3,123,0.882067296425799
"94","Transcription factor: ZF",1,53,0.888771793279205
"19","Extracellular material: secreted protein",1,54,0.893200949585551
"35","Metabolism: unassigned",5,192,0.895985557725003
"44","Non-coding RNA: snoRNA",10,344,0.899591025883245
"112","Transmembrane protein: seven transmembrane receptor: str",5,194,0.900706254636582
"7","Development: apoptosis",1,64,0.928858634984008
"74","Signaling: S/T kinase",1,66,0.934409679768188
"104","Transmembrane protein: seven transmembrane receptor: srd",1,66,0.934409679768188
"26","Metabolism: lipid: binding",1,67,0.937020478839686
"12","DNA: replication",1,69,0.941934227388587
"81","Stress response: detoxification: ugt",1,69,0.941934227388587
"34","Metabolism: mitochondria: unassigned",1,72,0.948594970573684
"25","Metabolism: lipid: beta oxidation",1,78,0.959710558210569
"23","Metabolism: carbohydrate",1,83,0.96711273802927
"48","Nucleic acid: binding: zinc finger",2,136,0.975320773139194
"121","Transmembrane transport: potassium channel",1,121,0.992962262038943
"10","Development: somatic",1,122,0.993241927140306
"39","Neuronal function: synaptic function: neuropeptide",1,139,0.996607398534866
"41","Non-coding RNA: linc",1,174,0.9991780504487
"123","Transmembrane transport: solute carrier",1,197,0.999675948076802
"106","Transmembrane protein: seven transmembrane receptor: srh",1,219,0.999866884347834
"43","Non-coding RNA: ncRNA",40,7850,1
